recovery_budget,fault_intensity,category,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
5,0.2,contradiction_resolution,self_healing,1.0,0.13333333333333333,0.0,2.8333333333333335,0.0,1.0,0.13333333333333333,167.66666666666666,3.8333333333333335,60
5,0.2,multi_step_api_workflow,full_replanning,1.0,0.2833333333333333,0.0,2.6166666666666667,1.4333333333333333,0.0,0.43333333333333335,626.8333333333334,4.05,60
5,0.2,multi_step_api_workflow,retry_only,1.0,0.45,0.0,3.15,0.0,0.0,0.8333333333333334,1312.5833333333333,3.15,60
5,0.2,multi_step_api_workflow,self_healing,1.0,0.3333333333333333,0.0,2.6666666666666665,0.0,1.0,0.48333333333333334,796.5,3.6666666666666665,60
5,0.2,planning_tool_selection,full_replanning,1.0,0.2833333333333333,0.0,2.6333333333333333,1.3166666666666667,0.0,0.31666666666666665,345.8333333333333,3.95,60
5,0.2,planning_tool_selection,retry_only,1.0,0.18333333333333332,0.0,2.466666666666667,0.0,0.0,0.23333333333333334,340.1666666666667,2.466666666666667,60
5,0.2,planning_tool_selection,self_healing,1.0,0.21666666666666667,0.0,2.433333333333333,0.0,1.0,0.21666666666666667,173.66666666666666,3.433333333333333,60
5,0.2,retrieval_evidence,full_replanning,1.0,0.18333333333333332,0.0,1.2166666666666666,1.2166666666666666,0.0,0.21666666666666667,343.3333333333333,2.433333333333333,60
5,0.2,retrieval_evidence,retry_only,1.0,0.18333333333333332,0.0,1.2,0.0,0.0,0.2,342.0,1.2,60
5,0.2,retrieval_evidence,self_healing,1.0,0.2,0.0,1.2166666666666666,0.0,1.0,0.21666666666666667,261.3333333333333,2.216666666666667,60
5,0.4,calculation_verification,full_replanning,1.0,0.31666666666666665,0.0,1.4166666666666667,1.4166666666666667,0.0,0.4166666666666667,456.6666666666667,2.8333333333333335,60
5,0.4,calculation_verification,retry_only,1.0,0.5,0.0,1.9,0.0,0.0,0.9,1216.6666666666667,1.9,60
5,0.4,calculation_verification,self_healing,1.0,0.35,0.0,1.4166666666666667,0.0,1.0,0.4166666666666667,539.5,2.4166666666666665,60
5,0.4,contradiction_resolution,full_replanning,1.0,0.4166666666666667,0.0,3.3,1.6,0.0,0.6,205.0,4.9,60
5,0.4,contradiction_resolution,retry_only,1.0,0.36666666666666664,0.0,3.316666666666667,0.0,0.0,0.6166666666666667,206.33333333333334,3.316666666666667,60
5,0.4,contradiction_resolution,self_healing,1.0,0.36666666666666664,0.0,3.1333333333333333,0.0,1.0,0.43333333333333335,191.66666666666666,4.133333333333334,60
5,0.4,multi_step_api_workflow,full_replanning,0.9333333333333333,0.5333333333333333,0.0,4.366666666666666,2.6666666666666665,0.0,1.7333333333333334,3685.75,7.033333333333333,60
5,0.4,multi_step_api_workflow,retry_only,0.9333333333333333,0.55,0.0,3.8833333333333333,0.0,0.0,1.5,1764.9166666666667,3.8833333333333333,60
5,0.4,multi_step_api_workflow,self_healing,1.0,0.48333333333333334,0.0,3.2333333333333334,0.0,1.0,0.9,823.0833333333334,4.233333333333333,60
5,0.4,planning_tool_selection,full_replanning,1.0,0.43333333333333335,0.0,3.3333333333333335,1.6666666666666667,0.0,0.6666666666666666,619.0,5.0,60
5,0.4,planning_tool_selection,retry_only,1.0,0.4166666666666667,0.0,3.066666666666667,0.0,0.0,0.5333333333333333,610.1666666666666,3.066666666666667,60
5,0.4,planning_tool_selection,self_healing,1.0,0.48333333333333334,0.0,3.2666666666666666,0.0,1.0,0.6333333333333333,865.0,4.266666666666667,60
5,0.4,retrieval_evidence,full_replanning,1.0,0.38333333333333336,0.0,1.5833333333333333,1.5833333333333333,0.0,0.5833333333333334,782.6666666666666,3.1666666666666665,60
5,0.4,retrieval_evidence,retry_only,0.9833333333333333,0.55,0.0,1.9166666666666667,0.0,0.0,0.9333333333333333,1219.3333333333333,1.9166666666666667,60
5,0.4,retrieval_evidence,self_healing,1.0,0.36666666666666664,0.0,1.4333333333333333,0.0,1.0,0.43333333333333335,524.6666666666666,2.433333333333333,60
