recovery_budget,fault_intensity,actual_fault_type,method,success_rate,recovery_rate,silent_failure_rate,avg_tool_calls,avg_model_calls,avg_verifier_calls,avg_recovery_steps,avg_latency_ms,avg_cost_proxy,executions
3,0.4,partial_response,full_replanning,0.75,0.75,0.0,4.204545454545454,3.1818181818181817,0.0,2.4318181818181817,2261.1363636363635,7.386363636363637,44
3,0.4,partial_response,retry_only,0.7272727272727273,0.7272727272727273,0.0,3.9272727272727272,0.0,0.0,2.581818181818182,1842.909090909091,3.9272727272727272,55
3,0.4,partial_response,self_healing,0.9090909090909091,0.9090909090909091,0.0,3.3333333333333335,0.0,1.0,1.4848484848484849,1387.5757575757575,4.333333333333333,33
3,0.4,schema_drift,full_replanning,0.6666666666666666,0.6666666666666666,0.0,5.027777777777778,3.1944444444444446,0.0,2.5277777777777777,2706.3888888888887,8.222222222222221,36
3,0.4,schema_drift,retry_only,0.7169811320754716,0.7169811320754716,0.0,4.69811320754717,0.0,0.0,2.490566037735849,1331.4150943396226,4.69811320754717,53
3,0.4,schema_drift,self_healing,0.9393939393939394,0.9393939393939394,0.0,4.333333333333333,0.0,1.0,1.5757575757575757,631.969696969697,5.333333333333333,33
3,0.4,stale_context,full_replanning,0.8333333333333334,0.8333333333333334,0.0,3.888888888888889,2.7777777777777777,0.0,1.9444444444444444,1093.611111111111,6.666666666666667,18
3,0.4,stale_context,retry_only,0.8571428571428571,0.8571428571428571,0.0,3.380952380952381,0.0,0.0,1.9047619047619047,484.04761904761904,3.380952380952381,21
3,0.4,stale_context,self_healing,1.0,1.0,0.0,3.235294117647059,0.0,1.0,1.2941176470588236,514.7058823529412,4.235294117647059,17
3,0.4,timeout,full_replanning,0.7142857142857143,0.7142857142857143,0.0,4.928571428571429,3.3392857142857144,0.0,2.625,7669.821428571428,8.267857142857142,56
3,0.4,timeout,retry_only,0.8125,0.8125,0.0,3.8541666666666665,0.0,0.0,2.1458333333333335,5966.770833333333,3.8541666666666665,48
